12000 6 
1 1866 5
1 1372 4
1 1463 1
2 7034 2
2 7426 1
1 8516 2
2 6353 2
1 6644 2
1 2244 6
1 7210 1
1 438 4
1 5453 1
1 1123 4
2 2015 4
2 8912 6
2 3689 5
1 8960 2
1 1773 3
2 9165 5
2 2985 3
2 882 5
2 3344 1
1 8235 6
2 3025 1
1 3727 3
2 5110 5
1 3259 3
2 2740 4
2 8431 1
1 7473 4
1 2639 5
1 7309 2
2 1204 5
1 1123 6
1 3511 1
1 5367 4
2 9151 5
1 7169 5
2 2558 4
1 1713 1
2 7225 2
1 9370 4
1 4472 3
1 6955 6
1 5676 6
2 563 4
2 9339 3
2 803 3
2 4789 1
2 4800 5
1 676 2
2 3937 1
1 7439 3
1 5113 1
1 6884 4
2 6644 3
2 2545 2
1 6286 1
2 619 4
2 4879 3
2 2244 1
1 9761 1
1 3794 1
2 2899 6
2 8354 1
1 7722 6
2 4321 5
1 6997 4
2 1063 6
2 2427 2
2 9248 4
1 4307 5
1 7021 6
2 4708 1
2 5023 1
1 5813 1
1 8313 2
1 8054 6
2 1989 1
2 4078 1
1 7528 3
1 3649 1
1 4322 5
1 7054 5
2 2661 3
1 5557 2
2 962 6
1 5362 4
2 2780 5
2 2566 4
1 7793 3
2 5067 2
2 3125 4
1 1341 2
2 7312 4
1 1350 6
2 4800 6
2 4043 3
2 1584 3
1 2216 4
2 7136 6
2 4822 4
2 3005 2
1 5039 2
1 8451 1
2 2830 5
2 7908 4
1 6572 3
1 5787 6
2 5340 3
1 2059 3
1 2149 3
2 9658 5
1 9312 2
2 5212 5
1 9623 4
1 7527 6
1 215 4
1 7955 3
2 9058 1
2 1853 1
2 6248 4
1 577 1
1 1090 5
1 2957 3
2 8562 1
2 5440 3
2 3095 3
2 6265 3
2 3994 5
2 20 1
1 3042 3
1 4270 3
1 8308 6
2 6382 2
1 9446 4
2 6301 6
2 2552 2
2 4344 1
1 1166 6
1 3770 3
1 9741 3
1 997 1
1 5 2
2 7360 6
1 7706 1
1 7204 5
2 1786 4
1 9012 4
1 8777 6
2 4959 2
2 7754 5
2 3901 3
2 184 6
2 6029 4
1 3512 5
1 922 5
1 1798 2
2 1135 5
1 1928 4
2 7557 5
1 5494 5
2 507 4
2 1608 1
2 6540 2
2 870 2
1 4351 5
2 4544 2
1 5509 6
1 4590 5
2 1516 5
1 3771 6
2 927 3
2 4232 1
2 9842 4
1 8071 3
2 6568 6
1 7942 4
2 5507 2
2 55 2
1 2644 5
2 2928 1
2 7398 2
1 1423 5
1 986 1
1 420 3
1 2705 5
1 2011 6
2 1456 3
2 1586 1
1 587 2
1 2024 6
1 6746 3
2 9485 4
1 2106 1
1 4205 2
2 2591 6
1 5954 6
1 6544 1
1 252 4
1 7899 5
2 5708 5
2 1372 3
1 4649 4
1 1142 5
2 1051 1
1 8461 5
2 3364 6
1 8219 3
1 8208 1
2 2660 5
2 8364 3
2 1348 5
2 8577 2
1 8220 2
1 3809 4
1 6484 4
1 333 6
1 6534 2
2 2068 1
1 3071 6
2 2994 2
2 9170 1
1 3254 6
2 6397 3
1 217 6
2 4889 3
1 711 4
1 4407 4
1 9085 5
1 2375 2
1 5296 5
1 4575 2
2 7025 4
1 1982 3
1 6336 4
1 1965 2
1 2612 2
1 903 3
2 4618 5
2 5701 2
1 1652 3
1 752 6
2 6512 4
2 8096 5
1 9352 4
1 6080 5
1 6412 5
1 5252 3
2 8186 2
2 7754 5
1 1466 1
2 3290 4
1 1741 4
1 5765 6
2 9409 1
2 7671 4
1 5372 5
2 4521 6
1 3151 3
2 7982 2
2 866 2
1 3503 1
1 9148 3
2 98 4
1 1044 4
2 6815 6
2 4711 1
1 3259 2
2 7046 2
1 7226 2
2 7534 5
2 4212 5
1 3264 4
2 9143 3
1 173 5
1 2059 1
1 9900 5
2 9317 2
1 9594 3
2 804 3
2 8209 6
1 7685 4
1 2183 3
1 1623 3
1 8872 1
1 913 3
1 6681 5
2 3949 2
1 1881 2
1 9752 1
1 5152 6
2 1546 2
1 4974 4
2 743 2
2 549 4
1 8438 1
1 8648 5
2 9839 1
2 7755 6
2 9294 2
1 6255 2
1 7713 3
1 6398 1
1 2562 1
1 8034 6
1 8613 5
1 5601 6
1 5299 6
2 4001 4
1 8784 3
2 1019 1
1 3561 1
2 4479 1
2 3512 1
2 7803 6
2 7755 1
2 7377 3
1 6449 4
1 6310 5
1 6931 2
1 4570 3
1 3151 6
2 3972 6
2 7958 1
1 6699 1
2 579 1
2 2357 6
2 5715 5
1 4177 2
2 1749 2
1 7203 4
2 8242 2
2 3013 4
2 7238 6
1 6274 6
1 7897 5
2 317 6
1 7130 2
2 842 2
1 92 4
1 892 2
2 1313 3
1 1708 4
1 471 6
2 2505 4
1 6074 1
2 2037 4
1 1961 3
2 2340 6
1 9473 3
2 4394 2
2 2748 3
2 1954 3
2 4396 1
1 5014 4
2 4555 3
1 3524 2
1 5143 1
2 4349 4
1 5358 6
1 688 4
2 7329 4
1 2191 6
2 7793 2
1 7266 6
2 4977 5
2 1380 5
2 3802 3
1 5241 1
1 7797 1
1 2763 6
1 4031 4
2 287 1
2 5080 5
1 3425 1
1 2121 4
1 8516 2
1 4850 5
1 8814 1
1 2417 5
1 6384 2
2 6930 1
1 5847 3
2 1537 1
2 5324 3
1 2875 5
1 6458 3
1 8381 4
2 2609 5
2 423 4
1 4649 1
1 3517 4
2 5103 5
2 6164 1
2 781 6
1 5868 3
2 3919 5
1 3847 6
2 8437 3
1 8734 4
1 7396 4
1 8653 3
1 8727 5
1 7794 1
1 5303 2
1 3190 3
1 9553 5
2 1047 1
1 4910 5
1 1550 1
1 3698 1
2 80 4
2 8566 2
2 7521 3
2 4783 1
1 1433 4
1 5103 5
1 8476 6
2 6313 6
1 9034 3
1 4875 5
2 239 3
2 8331 6
2 1197 3
2 9454 3
1 6849 2
1 8940 5
1 4909 4
2 3782 3
1 1725 2
1 514 3
1 2543 6
1 6978 1
2 9549 2
2 9360 3
2 9982 5
1 9852 6
1 4161 6
2 9905 1
1 1053 4
2 2563 6
1 4237 3
2 1997 1
1 1073 5
1 2007 4
1 4641 1
1 8207 2
2 9829 6
1 9642 6
2 4641 1
1 7288 1
2 3267 3
2 3181 3
2 3997 6
1 257 1
2 8241 1
2 5123 2
2 3535 4
1 5539 6
1 6008 6
2 7254 2
1 1237 3
2 9619 6
2 5542 3
1 832 5
1 5027 3
1 5228 4
2 8029 6
1 7436 6
2 8496 2
2 7974 4
1 6165 5
1 6323 3
2 4199 5
1 1780 2
1 942 5
1 4623 2
1 8558 3
1 1390 1
2 7563 1
1 5507 3
1 8582 4
2 8780 1
2 6229 3
2 5319 5
1 4401 1
1 8255 6
1 5615 1
2 3609 2
1 2810 2
2 7909 1
1 7036 5
1 613 2
1 9667 1
1 4056 6
2 6025 1
1 7596 3
2 20 5
1 5614 6
2 2025 5
2 3921 4
2 1418 3
1 239 5
1 9974 4
2 5561 4
1 7686 3
2 2835 6
2 6319 1
2 3520 3
2 5232 4
1 9976 1
2 8059 3
1 2949 6
1 940 2
2 5575 3
1 239 3
1 9848 2
1 1930 2
2 971 1
2 2956 5
2 7750 6
2 542 1
2 5883 6
1 4322 6
1 2464 6
2 8947 4
2 505 5
2 9133 2
1 6166 3
1 2538 1
2 1555 3
2 4697 2
2 4424 4
2 659 1
2 8741 2
1 9141 4
1 4394 4
1 9424 1
2 7530 5
1 2853 4
1 728 2
2 1498 1
1 403 3
1 4429 6
2 6207 4
1 35 6
1 9670 3
1 8511 6
1 7594 4
2 2201 4
2 6002 1
2 1887 4
2 2635 6
2 7663 4
1 5853 5
2 2053 2
2 8359 1
1 8810 4
2 6621 1
2 7016 2
1 9439 2
1 5566 1
1 3418 5
2 8760 5
1 1482 3
2 6569 6
1 2987 2
1 2397 5
2 3988 4
1 1271 2
1 5311 6
1 9354 6
1 1513 5
2 3729 2
1 1007 3
1 254 6
1 1447 6
2 3955 4
2 9578 1
1 3768 3
2 9638 2
2 8911 1
2 3419 5
1 3330 6
2 8323 3
1 5633 3
2 9143 6
2 9117 2
1 2628 4
1 9860 6
2 3792 5
2 3363 4
1 7146 6
1 2846 5
2 9833 3
1 8078 5
2 8759 1
1 4578 3
2 7338 2
1 5516 3
2 2762 4
2 4389 6
1 1240 2
1 1431 1
2 4956 1
1 163 1
1 6740 4
1 8783 4
2 4017 5
2 4983 3
1 5591 5
1 5003 3
1 9592 4
1 5170 5
2 3548 4
1 7002 3
1 4871 5
1 4468 4
2 5673 5
1 8058 3
1 4401 4
1 8846 4
1 8975 6
2 2407 3
2 9250 2
2 6387 5
2 9956 5
1 9725 2
1 1921 2
1 5553 1
1 7742 2
2 7503 3
1 4759 3
2 6415 4
1 478 1
2 9343 2
2 113 5
2 2805 2
1 4712 2
1 3502 2
1 8201 3
1 7743 3
2 6668 1
2 9114 5
1 2677 5
2 1468 5
1 7036 1
2 5684 2
2 2844 6
1 4575 2
2 7771 6
1 3811 3
2 3026 3
2 829 4
1 917 1
2 3695 1
2 5288 4
2 2996 6
1 8095 5
2 187 5
1 5173 1
2 7775 1
2 6570 4
2 4000 2
1 8517 3
1 5402 1
1 9438 3
2 6837 5
1 9576 2
2 1657 6
2 8984 3
2 899 4
1 2824 6
1 7573 1
1 1527 6
1 8437 5
2 7694 4
2 2641 6
2 2252 3
2 3266 5
2 1268 3
2 7241 1
1 5508 1
1 6860 3
1 7708 1
1 2497 4
1 3836 5
1 3909 1
1 3297 3
1 8859 3
1 6078 3
1 748 2
1 7265 5
1 9066 1
1 444 6
1 2372 5
2 2254 3
1 1706 6
2 9212 3
2 219 5
2 6577 5
2 9181 3
1 1550 6
1 962 4
2 5222 2
2 9108 3
2 6502 2
1 7220 6
2 5238 6
2 8476 3
1 1225 1
1 2593 6
1 2167 1
1 2321 6
2 3830 1
1 8687 3
1 2695 4
2 8015 1
2 3779 3
1 5894 4
2 8652 3
1 9589 5
2 183 4
2 7711 5
2 3609 4
2 3098 1
2 9649 1
1 2778 6
2 7419 6
1 330 2
2 2243 1
1 5414 6
1 6974 4
2 1051 4
1 1006 1
1 8611 2
1 554 5
1 3180 6
1 2775 3
2 4675 1
1 511 3
1 6532 6
2 7191 5
1 4890 3
1 3104 3
1 8220 4
2 8446 2
1 395 4
2 6660 4
1 1976 1
2 8110 3
2 5188 4
1 6900 2
1 872 1
1 8043 5
2 1094 1
1 5329 2
2 7658 1
1 190 1
1 9309 4
1 7460 2
2 16 5
1 5831 6
1 9663 1
2 3450 6
1 4346 6
1 950 1
2 316 6
1 4991 4
1 493 6
2 9820 4
2 5145 1
1 4203 3
2 2346 4
1 5924 1
2 2157 6
1 3398 4
2 9050 2
2 7767 3
1 9545 4
2 6239 1
1 3823 6
2 4544 3
2 2193 3
1 8251 2
1 4709 4
2 8062 5
1 4304 6
2 7031 6
1 6783 5
1 7630 2
2 8840 3
2 6128 4
1 4239 5
2 2837 5
1 2277 6
2 7401 4
1 8615 1
2 5532 1
2 3874 1
2 3635 2
2 5689 6
1 4463 2
2 370 6
2 8578 1
2 490 6
1 554 4
1 7857 5
2 7180 5
2 9689 4
1 5350 2
2 5131 1
2 4368 5
2 8430 4
1 6534 1
1 8353 5
1 9068 5
1 8510 6
1 756 2
1 6930 4
1 8077 4
1 2274 4
2 6682 6
2 627 1
1 3234 5
2 8658 1
1 1460 4
2 7232 1
2 9980 5
1 1695 2
2 4238 4
2 5061 1
1 4331 4
2 8423 1
2 7905 2
1 8879 5
1 5720 5
2 7316 2
1 5699 4
2 7364 5
1 8533 2
2 1793 4
1 1713 3
2 5196 4
1 8194 5
2 6204 1
1 4649 2
2 4444 6
1 5589 6
2 9232 2
2 4569 1
1 3507 3
1 776 4
2 4311 1
1 9071 4
2 74 2
1 3733 2
1 4071 3
1 4781 6
1 3454 2
2 3210 2
2 1837 3
2 5056 6
1 2948 4
2 4026 3
1 1224 2
2 6924 4
2 2777 2
2 438 2
2 6696 2
1 3648 4
1 9666 3
2 8613 5
1 1428 4
2 3020 5
1 2679 6
1 2655 4
1 7532 1
1 9820 5
2 3228 6
1 9177 3
2 2678 6
2 5744 6
1 6080 1
1 7174 1
2 6351 2
2 2345 3
2 3499 2
1 2876 4
1 2627 2
2 8518 4
2 4079 1
2 8508 3
2 8902 6
1 7637 3
2 1871 5
1 7850 6
1 7291 5
2 2043 5
1 8815 4
1 5668 3
1 8006 3
1 9755 2
1 8529 1
2 8001 2
1 8842 4
2 7528 6
1 8184 2
2 4903 3
2 5933 4
1 8199 2
1 5840 6
2 2904 4
1 338 5
1 9290 2
1 4956 5
2 8227 2
2 6905 6
1 9636 6
1 669 2
2 1504 4
1 3473 2
2 9972 4
2 7644 2
2 7646 5
2 5179 3
1 3814 1
1 6485 1
2 9686 4
2 3145 4
2 1101 5
2 8055 2
1 3191 2
1 3767 2
2 7363 1
1 7991 2
1 2289 1
2 7426 5
2 5671 1
1 2745 5
2 4304 3
1 2065 5
2 1153 3
1 7140 3
2 3854 3
2 6300 1
1 5291 3
2 4314 1
2 3354 4
1 2468 6
1 3893 1
2 5195 2
2 7557 5
2 3064 6
2 9852 5
1 3835 1
1 976 2
2 7816 1
2 7729 2
2 8540 6
1 3466 3
2 1628 3
2 7086 2
2 1915 3
2 3739 5
1 4416 3
1 6167 4
2 6316 4
2 8602 1
2 4177 1
2 9992 3
2 4380 3
1 3262 5
1 5025 3
1 6692 3
1 734 1
2 276 5
1 8228 2
1 4090 4
2 6290 2
1 6920 1
1 4 6
1 3654 4
1 1461 3
2 9798 3
2 9445 6
2 8546 5
1 1248 1
1 3730 5
1 182 4
1 4211 2
2 5195 3
2 7738 5
2 7912 2
1 8398 5
2 8367 6
2 6142 3
1 7023 1
2 1153 4
2 8398 6
1 8457 5
2 1665 6
2 5987 3
2 9399 4
2 8666 2
2 543 4
1 3897 6
1 6152 1
1 8870 4
1 6349 1
1 3334 6
2 4867 3
2 7658 4
2 2635 2
2 1817 3
2 1091 4
2 1090 3
1 1949 6
1 58 3
1 5116 4
2 7136 4
2 3574 4
1 6009 3
2 2496 2
1 5510 4
2 8964 5
1 3258 2
1 4707 3
2 3061 3
1 5110 1
2 8243 4
2 4434 6
1 7007 4
2 5527 3
1 4342 3
1 6716 1
1 3261 1
2 3149 1
1 8696 6
1 3382 1
1 1493 4
1 7780 1
2 6556 2
1 7894 6
1 754 3
2 2852 2
1 7142 4
2 3417 2
2 7490 1
2 4447 3
1 1720 4
1 8669 5
2 2052 2
1 9659 5
2 9378 1
2 1684 4
1 4899 2
2 2407 3
2 9724 5
2 8736 3
2 8016 3
1 4295 6
1 2755 5
2 2863 3
1 7125 3
2 3885 2
2 2517 2
1 9955 2
2 9608 5
1 4302 5
2 4404 2
1 1481 4
2 885 6
1 6707 5
1 2710 5
2 8836 1
2 473 2
2 8115 5
2 2389 1
1 1776 5
1 281 1
1 584 2
1 1012 6
2 5738 1
2 4344 4
1 6273 2
2 4880 5
2 7707 6
2 5599 3
1 3802 5
2 3016 6
2 9977 4
2 3909 2
2 6050 2
2 9939 2
1 3317 5
2 7706 1
2 3276 3
1 159 4
2 222 2
1 518 3
2 7846 4
1 6206 2
2 9090 3
1 6792 3
1 2092 3
2 9326 2
1 6086 2
2 9927 3
2 2287 4
1 5383 5
1 8012 4
1 6644 5
1 8494 4
2 4336 1
1 6635 6
2 3677 1
1 2890 5
2 7719 5
2 1112 3
2 1469 6
1 903 6
2 5519 5
2 3086 3
2 1761 4
2 6383 3
2 4087 5
1 5195 2
2 2900 1
2 1356 3
1 6812 1
2 8926 2
1 1490 4
2 4757 5
2 399 1
2 8384 2
1 4896 3
1 3205 2
1 4827 6
1 8712 3
1 5638 3
2 2904 2
1 2740 6
2 4294 5
1 5603 6
2 9907 5
1 5653 5
2 2626 4
1 1535 6
1 9919 5
2 8762 3
1 2517 3
1 7830 5
2 5953 4
2 5895 6
2 1262 4
2 7805 6
1 2150 2
1 8510 4
1 5040 2
2 9494 5
2 5886 5
1 3743 1
1 6647 6
2 4996 5
2 3473 3
1 3686 5
1 4061 1
1 7782 5
2 9421 3
1 5632 3
2 1926 2
2 6863 2
1 9281 5
1 2495 3
1 4167 3
2 2406 6
2 5909 6
2 2058 1
1 6525 6
2 949 2
1 5874 2
2 4835 6
1 7974 6
2 7833 6
2 4217 4
1 6632 2
2 462 6
1 1864 2
2 8949 6
1 744 4
1 7998 5
1 4648 1
1 4413 3
2 5124 5
1 5222 1
1 5219 4
1 6222 3
1 8638 6
1 3783 1
2 2719 6
2 8350 1
1 8914 4
2 1467 4
2 9283 4
1 2912 4
2 3002 4
1 9152 1
1 3604 5
1 3205 1
1 2049 6
2 2636 4
2 5367 3
1 3510 6
1 1237 5
2 4610 1
1 9974 1
2 3348 2
1 2207 5
1 350 4
1 9543 4
1 8187 5
1 2563 4
2 2667 5
2 9748 6
2 9481 4
1 138 3
2 3492 5
1 7423 1
2 8810 3
1 8206 1
1 3772 5
2 3427 1
1 6611 1
1 5082 3
1 8782 2
2 92 3
2 5190 2
2 9560 1
2 2780 6
2 2749 2
1 8298 6
2 2798 3
2 9320 3
2 8100 4
2 925 3
1 6173 6
2 325 2
2 4001 1
1 5556 5
1 7161 3
1 3230 4
1 3651 5
1 8310 2
2 1407 6
1 56 3
1 9453 2
1 9835 2
2 4434 1
1 4960 4
1 1611 1
1 3011 6
1 4030 6
2 1312 2
2 181 5
2 5890 1
1 6403 3
1 276 6
2 1344 5
1 6746 2
1 4162 1
1 2308 4
1 6398 4
1 9083 2
1 5777 3
2 9406 6
2 30 4
2 4925 1
1 3139 6
2 8879 6
1 6311 6
2 4769 5
2 2551 1
2 8044 1
1 9447 6
2 2862 6
1 6756 1
2 7345 6
1 4004 2
2 6870 1
1 3417 2
2 7603 2
2 1079 6
1 1138 2
2 6314 1
1 5721 1
1 3463 1
2 670 3
2 7419 5
2 9599 6
2 8629 2
2 9388 1
1 7999 5
1 5988 4
2 1262 3
1 3320 3
1 9557 4
1 4829 3
1 7471 2
2 2591 1
2 5244 4
1 4578 5
2 5204 5
1 7269 6
2 5242 4
2 5804 2
2 1025 2
2 3249 2
2 6137 1
1 3342 4
1 1824 3
2 5704 1
1 2992 1
1 6544 1
1 619 2
1 6533 6
1 7048 5
1 637 6
2 7675 2
1 2776 3
1 1105 6
1 1317 6
1 8643 4
1 4207 5
1 2075 2
1 8709 1
2 4814 5
2 8888 5
1 6223 4
2 8996 1
2 2362 3
2 3764 6
2 4638 1
2 7493 1
2 2038 5
1 419 6
2 2771 3
2 3784 2
1 3827 2
1 5535 4
1 1136 2
1 2370 2
2 8966 3
1 184 2
1 936 4
2 1306 6
1 3475 5
2 6602 3
2 1995 3
2 6660 1
2 8182 5
2 7679 2
1 8458 6
1 9551 1
1 5655 3
2 4327 6
2 13 4
2 2154 1
2 6154 2
1 7133 4
2 5127 5
2 3065 4
2 5388 2
1 4668 6
2 6059 2
1 7834 4
1 3740 3
1 4439 1
2 3406 3
1 1077 2
1 8623 1
2 306 5
2 5608 3
2 6066 6
2 7352 6
2 2671 2
2 970 1
2 3496 1
1 9580 2
2 3778 5
1 4537 6
2 9982 5
2 663 2
2 4012 4
2 9009 5
2 7617 6
1 4530 2
2 8376 2
1 5258 1
2 6426 4
2 8578 4
1 9921 3
2 1585 5
1 1612 6
1 3863 4
1 701 2
1 6761 2
2 9429 2
2 5411 3
1 4603 1
2 8867 5
1 9043 4
1 5813 4
2 2353 2
1 3209 6
1 705 1
2 8020 3
1 6290 5
1 6549 1
2 5585 6
2 2145 3
1 6540 4
1 7374 2
1 4596 5
2 1150 3
2 6944 6
2 4334 3
2 7198 1
1 9055 5
2 4924 5
2 1043 6
2 5730 1
2 2438 5
2 662 6
1 7537 4
2 853 4
1 3199 4
2 6347 2
2 8209 1
1 6982 3
2 8498 3
2 4185 4
2 9624 2
1 3452 5
1 5189 2
2 4872 4
1 1055 4
1 7842 1
2 1304 2
2 3134 5
2 8225 4
2 2011 6
1 2640 1
1 1517 3
2 4341 4
1 4613 4
1 9521 2
2 995 5
2 4876 1
1 494 5
2 1013 6
1 1171 3
2 5657 3
2 6224 6
1 6850 1
1 7435 4
1 2072 1
1 8555 6
2 4899 2
2 1746 5
2 3772 5
1 3333 4
1 3680 1
1 754 5
1 8379 5
2 9667 5
2 4221 4
2 1966 2
1 2087 4
2 3533 2
2 8551 5
1 6988 1
1 4317 3
2 3565 5
2 2645 5
1 5708 6
1 528 5
2 2916 2
1 9571 1
2 7778 3
2 5312 5
2 4110 4
2 755 6
2 869 1
1 2676 2
1 6716 6
2 4255 2
1 6169 4
1 516 6
2 6318 5
2 9361 2
2 133 2
2 383 6
1 4355 1
2 8172 6
2 2066 1
2 1148 6
2 2646 1
1 7182 4
1 4609 6
2 5021 4
2 5424 1
1 884 2
1 8780 4
1 5040 4
1 7469 4
1 9884 1
1 4903 2
1 4202 3
1 1316 5
2 5095 5
1 5088 1
1 9697 5
2 1259 4
2 4699 4
1 7182 6
1 4166 1
1 4833 4
2 5324 3
2 3998 5
2 2507 1
2 3838 4
1 1677 3
2 3880 4
2 8040 6
1 2591 6
1 8616 6
1 7949 2
2 3880 5
1 7566 6
2 9601 5
2 3249 1
2 5924 5
1 2697 3
2 3532 6
1 728 1
1 490 5
2 4653 5
1 2590 3
1 3908 6
1 7622 1
1 9709 1
2 9539 1
1 5224 5
2 6487 4
2 2377 3
2 2236 5
2 4816 3
2 4500 5
1 5151 3
2 4013 3
1 8839 1
2 5952 1
1 2318 6
1 8171 6
1 1403 4
2 9315 2
2 8673 1
1 2651 3
1 6412 6
2 6328 4
1 6915 1
1 1306 4
2 4017 2
1 2910 4
2 6158 2
2 2541 1
1 5739 5
1 8401 6
2 1360 2
2 4104 4
1 163 6
1 9087 1
2 8097 1
2 5349 1
1 1231 5
2 1602 4
2 5312 3
1 3436 6
1 365 6
1 7556 6
2 5173 6
1 4122 3
2 4967 3
1 3001 1
1 7490 5
1 638 4
1 9386 3
2 9542 1
1 3919 2
2 5214 2
2 2604 2
2 6797 2
2 9408 2
2 6528 2
1 8928 6
1 7523 3
2 6602 3
2 3911 4
1 3892 6
1 2716 1
2 1731 5
2 9948 5
1 7260 2
1 8620 1
1 916 4
2 3652 3
1 4180 3
2 7376 5
2 1686 1
1 1407 5
1 1636 5
2 7060 5
2 1851 6
1 6249 1
2 6370 5
2 2050 3
1 5178 5
1 2794 4
2 1930 6
2 7280 6
1 959 5
1 6197 6
1 6507 6
1 3301 3
1 7886 2
1 3026 6
1 8526 1
2 5334 4
1 2172 1
2 3814 5
2 3311 6
2 6083 6
1 4248 3
1 9266 2
2 4117 4
1 5429 5
2 8220 3
2 3970 4
2 9735 3
1 848 5
2 2511 5
1 8748 5
1 2160 3
1 7251 6
2 4859 1
2 64 4
1 6356 2
1 7130 5
2 4663 6
2 1946 2
1 758 5
2 9931 3
1 2972 5
1 4995 1
2 5631 5
2 1033 2
1 8984 1
2 4500 3
2 3212 2
2 8 3
2 1819 5
2 80 1
1 9580 1
1 3660 2
1 9641 2
2 9259 3
2 9318 1
2 3691 4
2 9408 6
2 6524 3
2 9159 3
1 817 1
2 7273 2
2 3952 5
1 1338 2
1 4807 4
1 5151 4
2 1618 6
2 3097 6
1 7231 3
1 3152 4
1 8740 2
1 6463 4
1 4703 3
2 112 5
2 5227 5
1 39 4
2 9562 6
1 8696 4
2 5772 3
1 6379 6
2 7350 2
1 3472 4
2 2409 1
2 7647 2
2 2463 2
2 1484 4
2 4191 3
1 4580 3
1 4318 5
1 3015 3
1 1283 3
1 871 5
1 8730 3
1 4853 3
2 8468 6
1 9194 2
2 6252 2
1 6739 3
1 4826 2
1 3853 3
2 957 3
2 1384 3
2 1272 3
2 4557 3
2 4332 1
1 3195 1
1 6232 5
1 6728 4
1 6263 4
1 1659 4
1 6333 1
1 4342 1
2 70 1
1 7634 3
2 1721 3
2 8743 1
1 2482 6
1 1186 2
2 4128 4
1 8183 1
1 4786 5
1 5636 4
1 1819 1
1 5514 5
1 9153 1
2 9273 1
2 3994 5
2 4695 3
1 2642 1
1 8600 6
1 9553 3
1 6219 3
2 656 3
2 3232 2
2 5212 1
1 2064 3
2 728 3
1 5471 1
2 8653 4
2 8715 2
1 1006 6
1 6614 4
2 8547 2
1 2102 4
2 7229 1
2 9150 6
2 2461 4
1 777 2
1 3528 2
1 3155 5
1 9111 4
2 2540 1
2 3131 4
1 7981 2
2 4777 3
1 1866 3
1 9903 5
1 6233 1
2 356 1
2 3379 6
1 5282 2
1 7041 6
2 5597 5
2 7565 6
2 1940 4
2 444 3
1 4662 4
1 665 6
1 9799 4
2 7405 5
1 6913 2
2 1498 1
2 2313 4
2 7352 6
1 6618 5
1 4602 2
2 5635 6
1 5482 5
2 3446 2
1 7162 5
1 8991 6
1 8741 3
1 1038 3
2 1798 6
2 4075 6
2 3827 1
2 3214 4
1 3884 3
2 2138 2
2 8879 4
2 3600 3
2 3518 2
2 9515 5
1 9857 4
2 8483 2
1 387 3
1 7925 5
2 3352 5
2 5190 6
2 6490 1
2 9355 4
2 1324 1
1 9165 2
2 5541 1
2 563 4
2 8804 6
2 3160 1
2 7056 3
1 4825 1
2 8970 5
1 3537 3
2 9747 2
1 6552 3
1 8579 5
2 7594 1
1 7932 3
2 3607 2
2 7941 3
1 4961 3
1 167 4
1 6127 1
1 4864 1
1 2369 1
2 5890 1
2 6063 1
2 4471 1
2 7509 1
2 4738 1
2 5964 1
2 6532 2
1 2566 1
1 7849 3
2 3414 6
2 6091 4
1 135 6
1 3193 4
1 1668 3
1 1936 1
1 5954 5
1 6105 6
2 7399 5
1 2085 5
1 2946 5
1 9449 3
2 7794 5
1 9649 3
1 1067 1
2 7937 6
2 8192 4
2 2189 6
2 3948 3
2 9868 2
1 7217 1
2 3380 2
2 4366 2
1 1858 6
2 5252 1
2 4212 1
1 408 4
1 7700 6
1 2132 5
1 9601 3
2 4996 6
2 5067 4
1 5153 5
1 1564 2
1 915 2
1 126 6
2 9301 5
2 3887 6
2 7652 1
2 6219 6
1 5719 6
2 1850 5
2 6147 4
2 8903 2
2 9769 3
2 4104 3
2 8742 2
1 9659 4
2 27 6
2 782 5
2 9605 2
2 4131 2
2 3018 5
1 8059 4
2 9683 5
1 2591 6
1 5628 3
1 8555 4
1 7650 2
1 8058 1
2 5347 4
1 3922 6
2 5410 1
1 5554 2
2 5446 3
2 8932 1
1 4994 4
2 8967 4
1 6707 3
1 3461 3
1 5644 3
1 9235 6
1 9021 3
2 5169 6
1 7268 1
1 3848 3
2 9532 4
2 8687 3
1 5505 5
1 6984 2
1 1563 3
2 4868 2
1 4387 1
2 953 2
2 9445 3
1 7581 3
2 4672 1
2 6738 4
2 6593 4
2 7060 2
1 4947 2
2 1518 2
2 8266 2
2 8659 6
1 1906 3
2 2263 5
1 5921 4
2 6797 5
2 6707 3
2 6678 5
2 543 2
2 8309 3
1 5247 4
1 1991 6
2 6618 5
2 8364 6
1 9369 1
2 3584 3
2 3050 1
1 9311 3
2 9908 6
2 3955 2
1 5642 2
1 1003 5
1 6751 5
2 2549 4
1 5236 2
2 519 6
2 9013 3
2 8070 4
2 2608 6
1 3006 1
2 4728 1
2 6107 4
1 5858 4
2 9860 5
2 2751 3
2 5994 4
1 3740 2
1 3185 4
1 9845 2
2 7152 5
1 2324 2
1 4631 6
2 2669 6
2 2693 2
1 6030 2
1 3259 6
1 6532 2
2 4284 5
1 1903 1
2 7902 4
1 8918 1
1 2047 1
1 5020 2
1 9889 1
1 3134 3
1 6743 3
1 6115 2
2 3335 2
1 4666 4
1 6709 4
1 3778 2
1 9983 3
1 415 4
2 1821 1
2 2173 4
1 9760 1
2 1626 5
1 7424 1
2 9587 4
1 2476 5
1 7801 1
1 3215 2
1 1145 3
1 2809 2
2 3352 3
1 7407 2
1 8408 6
2 5988 6
